id,expname,subject,ip,condnum,choice,submitted,event,roword,colord,evttype,boxname,boxin,boxtime,counter,mlchoice,relcount,maxcount,f_con3,f_con2,f_con1,f_pro1,f_pro2,f_pro3,f_catbtn,f_dogbtn,t_con3,t_con2,t_con1,t_pro1,t_pro2,t_pro3,t_catbtn,t_dogbtn
88,pr4example,anonymous,,-1,dogbtn,3/5/20 21:55,mouseout,0_1_2,0_1,0_0,pro3,2041,4714,2,dogbtn,0.666666667,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4714,0,0
88,pr4example,anonymous,,-1,dogbtn,3/5/20 21:55,onclick,0_1_2,0_1,0_0,dogbtn,7024,284,3,dogbtn,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,284
89,pr4example,anonymous,,-1,catbtn,3/5/20 21:56,mouseout,0_1_2,0_1,0_0,con3,816,202,1,catbtn,0.2,5,1,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0
89,pr4example,anonymous,,-1,catbtn,3/5/20 21:56,mouseout,0_1_2,0_1,0_0,pro2,1244,304,2,catbtn,0.4,5,0,0,0,0,1,0,0,0,0,0,0,0,304,0,0,0
89,pr4example,anonymous,,-1,catbtn,3/5/20 21:56,mouseout,0_1_2,0_1,0_0,con1,1705,227,3,catbtn,0.6,5,0,0,1,0,0,0,0,0,0,0,227,0,0,0,0,0
89,pr4example,anonymous,,-1,catbtn,3/5/20 21:56,mouseout,0_1_2,0_1,0_0,con3,2380,315,4,catbtn,0.8,5,1,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0
89,pr4example,anonymous,,-1,catbtn,3/5/20 21:56,onclick,0_1_2,0_1,0_0,catbtn,3595,311,5,catbtn,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,311,0
90,pr4example,anonymous,,-1,catbtn,3/5/20 21:56,mouseout,0_1_2,0_1,0_0,con2,970,315,1,catbtn,0.142857143,7,0,1,0,0,0,0,0,0,0,315,0,0,0,0,0,0
90,pr4example,anonymous,,-1,catbtn,3/5/20 21:56,mouseout,0_1_2,0_1,0_0,pro2,1285,214,2,catbtn,0.285714286,7,0,0,0,0,1,0,0,0,0,0,0,0,214,0,0,0
90,pr4example,anonymous,,-1,catbtn,3/5/20 21:56,mouseout,0_1_2,0_1,0_0,pro3,1533,337,3,catbtn,0.428571429,7,0,0,0,0,0,1,0,0,0,0,0,0,0,337,0,0
90,pr4example,anonymous,,-1,catbtn,3/5/20 21:56,mouseout,0_1_2,0_1,0_0,con3,1881,270,4,catbtn,0.571428571,7,1,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0
90,pr4example,anonymous,,-1,catbtn,3/5/20 21:56,mouseout,0_1_2,0_1,0_0,con1,2241,259,5,catbtn,0.714285714,7,0,0,1,0,0,0,0,0,0,0,259,0,0,0,0,0
90,pr4example,anonymous,,-1,catbtn,3/5/20 21:56,mouseout,0_1_2,0_1,0_0,pro3,2747,552,6,catbtn,0.857142857,7,0,0,0,0,0,1,0,0,0,0,0,0,0,552,0,0
90,pr4example,anonymous,,-1,catbtn,3/5/20 21:56,onclick,0_1_2,0_1,0_0,catbtn,4536,255,7,catbtn,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,255,0
91,pr4example,anonymous,,-1,dogbtn,3/5/20 21:57,mouseout,0_1_2,0_1,0_0,con3,935,9382,1,dogbtn,0.5,2,1,0,0,0,0,0,0,0,9382,0,0,0,0,0,0,0
91,pr4example,anonymous,,-1,dogbtn,3/5/20 21:57,onclick,0_1_2,0_1,0_0,dogbtn,10407,311,2,dogbtn,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,311
92,pr4example,anonymous,,-1,catbtn,3/5/20 21:57,mouseout,0_1_2,0_1,0_0,con1,599,5658,1,catbtn,0.333333333,3,0,0,1,0,0,0,0,0,0,0,5658,0,0,0,0,0
92,pr4example,anonymous,,-1,catbtn,3/5/20 21:57,mouseout,0_1_2,0_1,0_0,con2,6257,946,2,catbtn,0.666666667,3,0,1,0,0,0,0,0,0,0,946,0,0,0,0,0,0
92,pr4example,anonymous,,-1,catbtn,3/5/20 21:57,onclick,0_1_2,0_1,0_0,catbtn,8541,685,3,catbtn,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,685,0
93,pr4example,anonymous,,-1,catbtn,3/5/20 21:58,mouseout,0_1_2,0_1,0_0,con2,762,754,1,catbtn,0.25,4,0,1,0,0,0,0,0,0,0,754,0,0,0,0,0,0
93,pr4example,anonymous,,-1,catbtn,3/5/20 21:58,mouseout,0_1_2,0_1,0_0,pro2,1516,427,2,catbtn,0.5,4,0,0,0,0,1,0,0,0,0,0,0,0,427,0,0,0
93,pr4example,anonymous,,-1,catbtn,3/5/20 21:58,mouseout,0_1_2,0_1,0_0,pro3,1954,282,3,catbtn,0.75,4,0,0,0,0,0,1,0,0,0,0,0,0,0,282,0,0
93,pr4example,anonymous,,-1,catbtn,3/5/20 21:58,onclick,0_1_2,0_1,0_0,catbtn,2552,291,4,catbtn,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,291,0
94,pr4example,anonymous,,-1,catbtn,3/5/20 21:58,mouseout,0_1_2,0_1,0_0,con1,40,954,1,catbtn,0.2,5,0,0,1,0,0,0,0,0,0,0,954,0,0,0,0,0
94,pr4example,anonymous,,-1,catbtn,3/5/20 21:58,mouseout,0_1_2,0_1,0_0,pro1,994,257,2,catbtn,0.4,5,0,0,0,1,0,0,0,0,0,0,0,257,0,0,0,0
94,pr4example,anonymous,,-1,catbtn,3/5/20 21:58,mouseout,0_1_2,0_1,0_0,pro2,1251,416,3,catbtn,0.6,5,0,0,0,0,1,0,0,0,0,0,0,0,416,0,0,0
94,pr4example,anonymous,,-1,catbtn,3/5/20 21:58,mouseout,0_1_2,0_1,0_0,pro3,1667,405,4,catbtn,0.8,5,0,0,0,0,0,1,0,0,0,0,0,0,0,405,0,0
94,pr4example,anonymous,,-1,catbtn,3/5/20 21:58,onclick,0_1_2,0_1,0_0,catbtn,2342,294,5,catbtn,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,294,0
95,pr4example,anonymous,,-1,dogbtn,3/5/20 21:59,mouseout,0_1_2,0_1,0_0,con1,19,612,1,dogbtn,0.142857143,7,0,0,1,0,0,0,0,0,0,0,612,0,0,0,0,0
95,pr4example,anonymous,,-1,dogbtn,3/5/20 21:59,mouseout,0_1_2,0_1,0_0,con2,653,338,2,dogbtn,0.285714286,7,0,1,0,0,0,0,0,0,0,338,0,0,0,0,0,0
95,pr4example,anonymous,,-1,dogbtn,3/5/20 21:59,mouseout,0_1_2,0_1,0_0,con1,1003,268,3,dogbtn,0.428571429,7,0,0,1,0,0,0,0,0,0,0,268,0,0,0,0,0
95,pr4example,anonymous,,-1,dogbtn,3/5/20 21:59,mouseout,0_1_2,0_1,0_0,pro1,1272,348,4,dogbtn,0.571428571,7,0,0,0,1,0,0,0,0,0,0,0,348,0,0,0,0
95,pr4example,anonymous,,-1,dogbtn,3/5/20 21:59,mouseout,0_1_2,0_1,0_0,pro2,1643,349,5,dogbtn,0.714285714,7,0,0,0,0,1,0,0,0,0,0,0,0,349,0,0,0
95,pr4example,anonymous,,-1,dogbtn,3/5/20 21:59,mouseout,0_1_2,0_1,0_0,con3,2194,551,6,dogbtn,0.857142857,7,1,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0
95,pr4example,anonymous,,-1,dogbtn,3/5/20 21:59,onclick,0_1_2,0_1,0_0,dogbtn,2936,301,7,dogbtn,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,301
96,pr4example,anonymous,,-1,dogbtn,3/5/20 21:59,mouseout,0_1_2,0_1,0_0,con1,806,1665,1,dogbtn,0.25,4,0,0,1,0,0,0,0,0,0,0,1665,0,0,0,0,0
96,pr4example,anonymous,,-1,dogbtn,3/5/20 21:59,mouseout,0_1_2,0_1,0_0,con2,2505,1541,2,dogbtn,0.5,4,0,1,0,0,0,0,0,0,0,1541,0,0,0,0,0,0
96,pr4example,anonymous,,-1,dogbtn,3/5/20 21:59,mouseout,0_1_2,0_1,0_0,con3,4069,3892,3,dogbtn,0.75,4,1,0,0,0,0,0,0,0,3892,0,0,0,0,0,0,0
96,pr4example,anonymous,,-1,dogbtn,3/5/20 21:59,onclick,0_1_2,0_1,0_0,dogbtn,8467,360,4,dogbtn,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,360
97,pr4example,anonymous,,-1,dogbtn,3/5/20 22:00,mouseout,0_1_2,0_1,0_0,pro1,1541,1902,1,dogbtn,0.142857143,7,0,0,0,1,0,0,0,0,0,0,0,1902,0,0,0,0
97,pr4example,anonymous,,-1,dogbtn,3/5/20 22:00,mouseout,0_1_2,0_1,0_0,pro2,3476,1913,2,dogbtn,0.285714286,7,0,0,0,0,1,0,0,0,0,0,0,0,1913,0,0,0
97,pr4example,anonymous,,-1,dogbtn,3/5/20 22:00,mouseout,0_1_2,0_1,0_0,pro3,5411,1992,3,dogbtn,0.428571429,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1992,0,0
97,pr4example,anonymous,,-1,dogbtn,3/5/20 22:00,mouseout,0_1_2,0_1,0_0,con1,7661,1868,4,dogbtn,0.571428571,7,0,0,1,0,0,0,0,0,0,0,1868,0,0,0,0,0
97,pr4example,anonymous,,-1,dogbtn,3/5/20 22:00,mouseout,0_1_2,0_1,0_0,con2,9562,2014,5,dogbtn,0.714285714,7,0,1,0,0,0,0,0,0,0,2014,0,0,0,0,0,0
97,pr4example,anonymous,,-1,dogbtn,3/5/20 22:00,mouseout,0_1_2,0_1,0_0,con3,11588,2463,6,dogbtn,0.857142857,7,1,0,0,0,0,0,0,0,2463,0,0,0,0,0,0,0
97,pr4example,anonymous,,-1,dogbtn,3/5/20 22:00,onclick,0_1_2,0_1,0_0,dogbtn,14231,268,7,dogbtn,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,268
98,pr4example,anonymous,,-1,catbtn,3/5/20 22:00,mouseout,0_1_2,0_1,0_0,con1,1131,1440,1,catbtn,0.111111111,9,0,0,1,0,0,0,0,0,0,0,1440,0,0,0,0,0
98,pr4example,anonymous,,-1,catbtn,3/5/20 22:00,mouseout,0_1_2,0_1,0_0,con2,2595,1664,2,catbtn,0.222222222,9,0,1,0,0,0,0,0,0,0,1664,0,0,0,0,0,0
98,pr4example,anonymous,,-1,catbtn,3/5/20 22:00,mouseout,0_1_2,0_1,0_0,con3,4292,2048,3,catbtn,0.333333333,9,1,0,0,0,0,0,0,0,2048,0,0,0,0,0,0,0
98,pr4example,anonymous,,-1,catbtn,3/5/20 22:00,mouseout,0_1_2,0_1,0_0,pro3,6340,1867,4,catbtn,0.444444444,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1867,0,0
98,pr4example,anonymous,,-1,catbtn,3/5/20 22:00,mouseout,0_1_2,0_1,0_0,pro2,8219,2082,5,catbtn,0.555555556,9,0,0,0,0,1,0,0,0,0,0,0,0,2082,0,0,0
98,pr4example,anonymous,,-1,catbtn,3/5/20 22:00,mouseout,0_1_2,0_1,0_0,pro1,10311,2374,6,catbtn,0.666666667,9,0,0,0,1,0,0,0,0,0,0,0,2374,0,0,0,0
98,pr4example,anonymous,,-1,catbtn,3/5/20 22:00,mouseout,0_1_2,0_1,0_0,pro2,12720,505,7,catbtn,0.777777778,9,0,0,0,0,1,0,0,0,0,0,0,0,505,0,0,0
98,pr4example,anonymous,,-1,catbtn,3/5/20 22:00,mouseout,0_1_2,0_1,0_0,pro3,13247,2329,8,catbtn,0.888888889,9,0,0,0,0,0,1,0,0,0,0,0,0,0,2329,0,0
98,pr4example,anonymous,,-1,catbtn,3/5/20 22:00,onclick,0_1_2,0_1,0_0,catbtn,15689,346,9,catbtn,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,346,0
99,pr4example,anonymous,,-1,catbtn,3/5/20 22:02,mouseout,0_1_2,0_1,0_0,pro3,693,6456,1,catbtn,0.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6456,0,0
99,pr4example,anonymous,,-1,catbtn,3/5/20 22:02,onclick,0_1_2,0_1,0_0,catbtn,7250,336,2,catbtn,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,336,0
100,pr4example,anonymous,,-1,catbtn,3/5/20 22:02,mouseout,0_1_2,0_1,0_0,pro3,1161,3387,1,catbtn,0.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3387,0,0
100,pr4example,anonymous,,-1,catbtn,3/5/20 22:02,onclick,0_1_2,0_1,0_0,catbtn,4817,304,2,catbtn,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,304,0
101,pr4example,anonymous,,-1,catbtn,3/5/20 22:03,mouseout,0_1_2,0_1,0_0,con3,999,696,1,catbtn,0.125,8,1,0,0,0,0,0,0,0,696,0,0,0,0,0,0,0
101,pr4example,anonymous,,-1,catbtn,3/5/20 22:03,mouseout,0_1_2,0_1,0_0,con2,1708,550,2,catbtn,0.25,8,0,1,0,0,0,0,0,0,0,550,0,0,0,0,0,0
101,pr4example,anonymous,,-1,catbtn,3/5/20 22:03,mouseout,0_1_2,0_1,0_0,pro2,2258,574,3,catbtn,0.375,8,0,0,0,0,1,0,0,0,0,0,0,0,574,0,0,0
101,pr4example,anonymous,,-1,catbtn,3/5/20 22:03,mouseout,0_1_2,0_1,0_0,pro1,2855,551,4,catbtn,0.5,8,0,0,0,1,0,0,0,0,0,0,0,551,0,0,0,0
101,pr4example,anonymous,,-1,catbtn,3/5/20 22:03,mouseout,0_1_2,0_1,0_0,con1,3417,832,5,catbtn,0.625,8,0,0,1,0,0,0,0,0,0,0,832,0,0,0,0,0
101,pr4example,anonymous,,-1,catbtn,3/5/20 22:03,mouseout,0_1_2,0_1,0_0,con2,4272,754,6,catbtn,0.75,8,0,1,0,0,0,0,0,0,0,754,0,0,0,0,0,0
101,pr4example,anonymous,,-1,catbtn,3/5/20 22:03,mouseout,0_1_2,0_1,0_0,pro3,5206,4669,7,catbtn,0.875,8,0,0,0,0,0,1,0,0,0,0,0,0,0,4669,0,0
101,pr4example,anonymous,,-1,catbtn,3/5/20 22:03,onclick,0_1_2,0_1,0_0,catbtn,10009,448,8,catbtn,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,448,0
