id,expname,subject,ip,condnum,choice,submitted,event,roword,colord,evttype,boxname,boxin,boxtime,counter,mlchoice,relcount,maxcount,f_con3,f_con2,f_con1,f_pro1,f_pro2,f_pro3,f_catbtn,f_dogbtn,t_con3,t_con2,t_con1,t_pro1,t_pro2,t_pro3,t_catbtn,t_dogbtn
69,pr4example,anonymous,,-1,dogbtn,3/5/20 21:41,onclick,0_1_2,0_1,0_0,dogbtn,15257,381,26,dogbtn,1,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,381
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,pro3,868,528,1,dogbtn,0.038461538,26,0,0,0,0,0,1,0,0,0,0,0,0,0,528,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,pro2,1419,403,2,dogbtn,0.076923077,26,0,0,0,0,1,0,0,0,0,0,0,0,403,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,pro1,1834,349,3,dogbtn,0.115384615,26,0,0,0,1,0,0,0,0,0,0,0,349,0,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,con1,2183,495,4,dogbtn,0.153846154,26,0,0,1,0,0,0,0,0,0,0,495,0,0,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,con2,2712,315,5,dogbtn,0.192307692,26,0,1,0,0,0,0,0,0,0,315,0,0,0,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,pro2,3027,360,6,dogbtn,0.230769231,26,0,0,0,0,1,0,0,0,0,0,0,0,360,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,con3,3420,450,7,dogbtn,0.269230769,26,1,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,pro3,3882,304,8,dogbtn,0.307692308,26,0,0,0,0,0,1,0,0,0,0,0,0,0,304,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,pro2,4197,269,9,dogbtn,0.346153846,26,0,0,0,0,1,0,0,0,0,0,0,0,269,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,con2,4478,282,10,dogbtn,0.384615385,26,0,1,0,0,0,0,0,0,0,282,0,0,0,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,con1,4771,326,11,dogbtn,0.423076923,26,0,0,1,0,0,0,0,0,0,0,326,0,0,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,pro1,5108,214,12,dogbtn,0.461538462,26,0,0,0,1,0,0,0,0,0,0,0,214,0,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,pro2,5333,236,13,dogbtn,0.5,26,0,0,0,0,1,0,0,0,0,0,0,0,236,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,con2,6976,292,14,dogbtn,0.538461538,26,0,1,0,0,0,0,0,0,0,292,0,0,0,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,con1,7301,496,15,dogbtn,0.576923077,26,0,0,1,0,0,0,0,0,0,0,496,0,0,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,con2,7808,304,16,dogbtn,0.615384615,26,0,1,0,0,0,0,0,0,0,304,0,0,0,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,con3,8134,485,17,dogbtn,0.653846154,26,1,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,onclick,0_1_2,0_1,0_0,dogbtn,9585,312,18,dogbtn,0.692307692,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,312
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,con1,35069,335,19,dogbtn,0.730769231,26,0,0,1,0,0,0,0,0,0,0,335,0,0,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,con3,1369,4252,20,dogbtn,0.769230769,26,1,0,0,0,0,0,0,0,4252,0,0,0,0,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,con2,5643,2261,21,dogbtn,0.807692308,26,0,1,0,0,0,0,0,0,0,2261,0,0,0,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,con1,7949,1812,22,dogbtn,0.846153846,26,0,0,1,0,0,0,0,0,0,0,1812,0,0,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,pro1,9761,1181,23,dogbtn,0.884615385,26,0,0,0,1,0,0,0,0,0,0,0,1181,0,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,pro2,10964,1508,24,dogbtn,0.923076923,26,0,0,0,0,1,0,0,0,0,0,0,0,1508,0,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,pro3,12494,1204,25,dogbtn,0.961538462,26,0,0,0,0,0,1,0,0,0,0,0,0,0,1204,0,0
70,pr4example,anonymous,,-1,dogbtn,3/5/20 21:43,onclick,0_1_2,0_1,0_0,dogbtn,14373,334,26,dogbtn,1,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,334
71,pr4example,anonymous,,-1,catbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,pro3,974,5152,1,catbtn,0.333333333,3,0,0,0,0,0,1,0,0,0,0,0,0,0,5152,0,0
71,pr4example,anonymous,,-1,catbtn,3/5/20 21:43,mouseout,0_1_2,0_1,0_0,pro2,6137,1441,2,catbtn,0.666666667,3,0,0,0,0,1,0,0,0,0,0,0,0,1441,0,0,0
71,pr4example,anonymous,,-1,catbtn,3/5/20 21:43,onclick,0_1_2,0_1,0_0,catbtn,7927,446,3,catbtn,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,446,0
72,pr4example,anonymous,,-1,catbtn,3/5/20 21:45,mouseout,0_1_2,0_1,0_0,con3,797,1193,1,catbtn,0.333333333,3,1,0,0,0,0,0,0,0,1193,0,0,0,0,0,0,0
72,pr4example,anonymous,,-1,catbtn,3/5/20 21:45,mouseout,0_1_2,0_1,0_0,pro3,2001,2318,2,catbtn,0.666666667,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2318,0,0
72,pr4example,anonymous,,-1,catbtn,3/5/20 21:45,onclick,0_1_2,0_1,0_0,catbtn,4432,516,3,catbtn,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,516,0
73,pr4example,anonymous,,-1,catbtn,3/5/20 21:45,mouseout,0_1_2,0_1,0_0,pro3,1904,5713,1,catbtn,0.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5713,0,0
73,pr4example,anonymous,,-1,catbtn,3/5/20 21:45,onclick,0_1_2,0_1,0_0,catbtn,8281,210,2,catbtn,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,210,0
74,pr4example,anonymous,,-1,dogbtn,3/5/20 21:46,mouseout,0_1_2,0_1,0_0,con1,753,1417,1,dogbtn,0.25,4,0,0,1,0,0,0,0,0,0,0,1417,0,0,0,0,0
74,pr4example,anonymous,,-1,dogbtn,3/5/20 21:46,mouseout,0_1_2,0_1,0_0,con2,2180,1858,2,dogbtn,0.5,4,0,1,0,0,0,0,0,0,0,1858,0,0,0,0,0,0
74,pr4example,anonymous,,-1,dogbtn,3/5/20 21:46,mouseout,0_1_2,0_1,0_0,con3,4059,2566,3,dogbtn,0.75,4,1,0,0,0,0,0,0,0,2566,0,0,0,0,0,0,0
74,pr4example,anonymous,,-1,dogbtn,3/5/20 21:46,onclick,0_1_2,0_1,0_0,dogbtn,6703,380,4,dogbtn,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,380
75,pr4example,anonymous,,-1,dogbtn,3/5/20 21:47,mouseout,0_1_2,0_1,0_0,con1,698,1496,1,dogbtn,0.142857143,7,0,0,1,0,0,0,0,0,0,0,1496,0,0,0,0,0
75,pr4example,anonymous,,-1,dogbtn,3/5/20 21:47,mouseout,0_1_2,0_1,0_0,pro1,2205,1418,2,dogbtn,0.285714286,7,0,0,0,1,0,0,0,0,0,0,0,1418,0,0,0,0
75,pr4example,anonymous,,-1,dogbtn,3/5/20 21:47,mouseout,0_1_2,0_1,0_0,pro2,3645,1598,3,dogbtn,0.428571429,7,0,0,0,0,1,0,0,0,0,0,0,0,1598,0,0,0
75,pr4example,anonymous,,-1,dogbtn,3/5/20 21:47,mouseout,0_1_2,0_1,0_0,con2,5254,1518,4,dogbtn,0.571428571,7,0,1,0,0,0,0,0,0,0,1518,0,0,0,0,0,0
75,pr4example,anonymous,,-1,dogbtn,3/5/20 21:47,mouseout,0_1_2,0_1,0_0,pro3,7760,1749,5,dogbtn,0.714285714,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1749,0,0
75,pr4example,anonymous,,-1,dogbtn,3/5/20 21:47,mouseout,0_1_2,0_1,0_0,con3,9517,4917,6,dogbtn,0.857142857,7,1,0,0,0,0,0,0,0,4917,0,0,0,0,0,0,0
75,pr4example,anonymous,,-1,dogbtn,3/5/20 21:47,onclick,0_1_2,0_1,0_0,dogbtn,14557,339,7,dogbtn,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,339
76,pr4example,anonymous,,-1,catbtn,3/5/20 21:47,mouseout,0_1_2,0_1,0_0,con3,894,1542,1,catbtn,0.166666667,6,1,0,0,0,0,0,0,0,1542,0,0,0,0,0,0,0
76,pr4example,anonymous,,-1,catbtn,3/5/20 21:47,mouseout,0_1_2,0_1,0_0,pro3,2436,821,2,catbtn,0.333333333,6,0,0,0,0,0,1,0,0,0,0,0,0,0,821,0,0
76,pr4example,anonymous,,-1,catbtn,3/5/20 21:47,mouseout,0_1_2,0_1,0_0,con2,3270,1135,3,catbtn,0.5,6,0,1,0,0,0,0,0,0,0,1135,0,0,0,0,0,0
76,pr4example,anonymous,,-1,catbtn,3/5/20 21:47,mouseout,0_1_2,0_1,0_0,pro2,4416,765,4,catbtn,0.666666667,6,0,0,0,0,1,0,0,0,0,0,0,0,765,0,0,0
76,pr4example,anonymous,,-1,catbtn,3/5/20 21:47,mouseout,0_1_2,0_1,0_0,pro3,5204,225,5,catbtn,0.833333333,6,0,0,0,0,0,1,0,0,0,0,0,0,0,225,0,0
76,pr4example,anonymous,,-1,catbtn,3/5/20 21:47,onclick,0_1_2,0_1,0_0,catbtn,5754,188,6,catbtn,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,188,0
77,pr4example,anonymous,,-1,catbtn,3/5/20 21:48,mouseout,0_1_2,0_1,0_0,pro3,902,292,1,catbtn,0.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,292,0,0
77,pr4example,anonymous,,-1,catbtn,3/5/20 21:48,onclick,0_1_2,0_1,0_0,catbtn,1408,437,2,catbtn,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,437,0
78,pr4example,anonymous,,-1,catbtn,3/5/20 21:48,mouseout,0_1_2,0_1,0_0,pro3,503,732,1,catbtn,0.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,732,0,0
78,pr4example,anonymous,,-1,catbtn,3/5/20 21:48,onclick,0_1_2,0_1,0_0,catbtn,1370,458,2,catbtn,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,458,0
79,pr4example,anonymous,,-1,catbtn,3/5/20 21:48,mouseout,0_1_2,0_1,0_0,pro3,1259,2463,1,catbtn,0.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2463,0,0
79,pr4example,anonymous,,-1,catbtn,3/5/20 21:48,onclick,0_1_2,0_1,0_0,catbtn,4445,399,2,catbtn,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,399,0
80,pr4example,anonymous,,-1,dogbtn,3/5/20 21:50,mouseout,0_1_2,0_1,0_0,con1,770,2304,1,dogbtn,0.25,4,0,0,1,0,0,0,0,0,0,0,2304,0,0,0,0,0
80,pr4example,anonymous,,-1,dogbtn,3/5/20 21:50,mouseout,0_1_2,0_1,0_0,con2,3096,1947,2,dogbtn,0.5,4,0,1,0,0,0,0,0,0,0,1947,0,0,0,0,0,0
80,pr4example,anonymous,,-1,dogbtn,3/5/20 21:50,mouseout,0_1_2,0_1,0_0,con3,5066,337,3,dogbtn,0.75,4,1,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0
80,pr4example,anonymous,,-1,dogbtn,3/5/20 21:50,onclick,0_1_2,0_1,0_0,dogbtn,5663,367,4,dogbtn,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,367
81,pr4example,anonymous,,-1,catbtn,3/5/20 21:50,mouseout,0_1_2,0_1,0_0,con3,1073,3486,1,catbtn,0.5,2,1,0,0,0,0,0,0,0,3486,0,0,0,0,0,0,0
81,pr4example,anonymous,,-1,catbtn,3/5/20 21:50,onclick,0_1_2,0_1,0_0,catbtn,5549,324,2,catbtn,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,324,0
82,pr4example,anonymous,,-1,catbtn,3/5/20 21:52,mouseout,0_1_2,0_1,0_0,con1,770,2304,1,catbtn,0.166666667,6,0,0,1,0,0,0,0,0,0,0,2304,0,0,0,0,0
82,pr4example,anonymous,,-1,catbtn,3/5/20 21:52,mouseout,0_1_2,0_1,0_0,con2,3096,1947,2,catbtn,0.333333333,6,0,1,0,0,0,0,0,0,0,1947,0,0,0,0,0,0
82,pr4example,anonymous,,-1,catbtn,3/5/20 21:52,mouseout,0_1_2,0_1,0_0,con3,5066,337,3,catbtn,0.5,6,1,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0
82,pr4example,anonymous,,-1,catbtn,3/5/20 21:52,onclick,0_1_2,0_1,0_0,dogbtn,5663,367,4,catbtn,0.666666667,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,367
82,pr4example,anonymous,,-1,catbtn,3/5/20 21:52,mouseout,0_1_2,0_1,0_0,pro3,1525,225,5,catbtn,0.833333333,6,0,0,0,0,0,1,0,0,0,0,0,0,0,225,0,0
82,pr4example,anonymous,,-1,catbtn,3/5/20 21:52,onclick,0_1_2,0_1,0_0,catbtn,2380,255,6,catbtn,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,255,0
83,pr4example,anonymous,,-1,dogbtn,3/5/20 21:52,mouseout,0_1_2,0_1,0_0,con2,66,1721,1,dogbtn,0.25,4,0,1,0,0,0,0,0,0,0,1721,0,0,0,0,0,0
83,pr4example,anonymous,,-1,dogbtn,3/5/20 21:52,mouseout,0_1_2,0_1,0_0,con3,1821,348,2,dogbtn,0.5,4,1,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0
83,pr4example,anonymous,,-1,dogbtn,3/5/20 21:52,onclick,0_1_2,0_1,0_0,dogbtn,2507,358,3,dogbtn,0.75,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,358
83,pr4example,anonymous,,-1,dogbtn,3/5/20 21:52,mouseout,0_1_2,0_1,0_0,pro3,4926,1698,4,dogbtn,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1698,0,0
84,pr4example,anonymous,,-1,catbtn,3/5/20 21:53,mouseout,0_1_2,0_1,0_0,con1,646,515,1,catbtn,0.166666667,6,0,0,1,0,0,0,0,0,0,0,515,0,0,0,0,0
84,pr4example,anonymous,,-1,catbtn,3/5/20 21:53,mouseout,0_1_2,0_1,0_0,con2,1195,664,2,catbtn,0.333333333,6,0,1,0,0,0,0,0,0,0,664,0,0,0,0,0,0
84,pr4example,anonymous,,-1,catbtn,3/5/20 21:53,mouseout,0_1_2,0_1,0_0,con3,1859,1237,3,catbtn,0.5,6,1,0,0,0,0,0,0,0,1237,0,0,0,0,0,0,0
84,pr4example,anonymous,,-1,catbtn,3/5/20 21:53,mouseout,0_1_2,0_1,0_0,pro3,3108,1484,4,catbtn,0.666666667,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1484,0,0
84,pr4example,anonymous,,-1,catbtn,3/5/20 21:53,onclick,0_1_2,0_1,0_0,catbtn,4718,489,5,catbtn,0.833333333,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,489,0
84,pr4example,anonymous,,-1,catbtn,3/5/20 21:53,mouseout,0_1_2,0_1,0_0,pro3,6303,303,6,catbtn,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,303,0,0
85,pr4example,anonymous,,-1,dogbtn,3/5/20 21:53,mouseout,0_1_2,0_1,0_0,con1,622,360,1,dogbtn,0.111111111,9,0,0,1,0,0,0,0,0,0,0,360,0,0,0,0,0
85,pr4example,anonymous,,-1,dogbtn,3/5/20 21:53,mouseout,0_1_2,0_1,0_0,con2,993,450,2,dogbtn,0.222222222,9,0,1,0,0,0,0,0,0,0,450,0,0,0,0,0,0
85,pr4example,anonymous,,-1,dogbtn,3/5/20 21:53,mouseout,0_1_2,0_1,0_0,pro2,1455,415,3,dogbtn,0.333333333,9,0,0,0,0,1,0,0,0,0,0,0,0,415,0,0,0
85,pr4example,anonymous,,-1,dogbtn,3/5/20 21:53,mouseout,0_1_2,0_1,0_0,con3,1882,438,4,dogbtn,0.444444444,9,1,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0
85,pr4example,anonymous,,-1,dogbtn,3/5/20 21:53,mouseout,0_1_2,0_1,0_0,con1,2410,371,5,dogbtn,0.555555556,9,0,0,1,0,0,0,0,0,0,0,371,0,0,0,0,0
85,pr4example,anonymous,,-1,dogbtn,3/5/20 21:53,mouseout,0_1_2,0_1,0_0,pro1,2793,439,6,dogbtn,0.666666667,9,0,0,0,1,0,0,0,0,0,0,0,439,0,0,0,0
85,pr4example,anonymous,,-1,dogbtn,3/5/20 21:53,mouseout,0_1_2,0_1,0_0,pro2,3232,281,7,dogbtn,0.777777778,9,0,0,0,0,1,0,0,0,0,0,0,0,281,0,0,0
85,pr4example,anonymous,,-1,dogbtn,3/5/20 21:53,mouseout,0_1_2,0_1,0_0,con3,3536,460,8,dogbtn,0.888888889,9,1,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0
85,pr4example,anonymous,,-1,dogbtn,3/5/20 21:53,onclick,0_1_2,0_1,0_0,dogbtn,4142,414,9,dogbtn,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,414
86,pr4example,anonymous,,-1,dogbtn,3/5/20 21:54,mouseout,0_1_2,0_1,0_0,pro3,919,5232,1,dogbtn,0.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5232,0,0
86,pr4example,anonymous,,-1,dogbtn,3/5/20 21:54,onclick,0_1_2,0_1,0_0,dogbtn,6657,289,2,dogbtn,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,289
87,pr4example,anonymous,,-1,dogbtn,3/5/20 21:54,mouseout,0_1_2,0_1,0_0,pro2,1388,278,1,dogbtn,0.25,4,0,0,0,0,1,0,0,0,0,0,0,0,278,0,0,0
87,pr4example,anonymous,,-1,dogbtn,3/5/20 21:54,mouseout,0_1_2,0_1,0_0,pro3,1789,3037,2,dogbtn,0.5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,3037,0,0
87,pr4example,anonymous,,-1,dogbtn,3/5/20 21:54,mouseout,0_1_2,0_1,0_0,con3,4826,248,3,dogbtn,0.75,4,1,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0
87,pr4example,anonymous,,-1,dogbtn,3/5/20 21:54,onclick,0_1_2,0_1,0_0,dogbtn,5254,346,4,dogbtn,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,346
88,pr4example,anonymous,,-1,dogbtn,3/5/20 21:55,mouseout,0_1_2,0_1,0_0,con3,825,1216,1,dogbtn,0.333333333,3,1,0,0,0,0,0,0,0,1216,0,0,0,0,0,0,0
